"","team","offense","defense","overall"
"86","Bahrain",0.189349637129569,-0.23147922254478,0.420828859674349
"87","Tajikistan",0.0182399224620432,-0.366507713730236,0.384747636192279
"88","Central African Republic",0.388543964732562,0.0155947973419424,0.37294916739062
"89","China PR",0.029715318759161,-0.34247925072809,0.372194569487251
"90","North Macedonia",0.259713495475527,-0.104658798598158,0.364372294073685
"91","Nicaragua",0.0687884010878403,-0.290915753283095,0.359704154370935
"92","Honduras",0.107918425507838,-0.238327504752266,0.346245930260104
"93","Libya",0.174202036498364,-0.138945009782435,0.313147046280799
"94","Togo",0.0977479756581574,-0.208436450020511,0.306184425678669
"95","Gabon",0.137845183081845,-0.163198739260117,0.301043922341963
"96","Eswatini",0.00855910956680876,-0.235289701214658,0.243848810781467
"97","Botswana",-0.0230746416938551,-0.26151093390225,0.238436292208395
"98","Thailand",0.077828062804085,-0.130836368850139,0.208664431654224
"99","Namibia",-0.0935333854193333,-0.301643114844096,0.208109729424762
"100","Rwanda",-0.298161782974551,-0.50261112204206,0.204449339067509
"101","Northern Ireland",-0.0824208579367758,-0.282584999467487,0.200164141530711
"102","Mauritania",-0.024641466943145,-0.218806278467527,0.194164811524382
"103","Bosnia and Herzegovina",0.0215665280313907,-0.169679218124918,0.191245746156309
"104","Mozambique",0.150213635885654,-0.0330527329891676,0.183266368874821
"105","Bulgaria",0.05752484253801,-0.125721749338567,0.183246591876577
"106","Benin",0.0566681294411654,-0.107468552979038,0.164136682420203
"107","Azerbaijan",-0.0637679345060446,-0.222841723231271,0.159073788725226
"108","Kenya",0.0448806280974126,-0.112812937266449,0.157693565363861
"109","Trinidad and Tobago",0.0874266940179522,-0.0609429709670009,0.148369664984953
"110","Gambia",0.025296996662617,-0.118009506632071,0.143306503294688
"111","Guadeloupe",0.00940678662485598,-0.0929286002876435,0.102335386912499
"112","Ethiopia",0.0875572740272185,0.00786304960111224,0.0796942244261062
"113","Tahiti",-0.119062345354532,-0.196606644147955,0.077544298793423
"114","Tanzania",-0.279533205291771,-0.356876936578338,0.0773437312865674
"115","Kazakhstan",0.103561993141141,0.0367568782733937,0.0668051148677476
"116","Malawi",-0.190968928082463,-0.250051429933008,0.0590825018505451
"117","Uganda",-0.166248485391697,-0.22115860171715,0.0549101163254528
"118","Burundi",0.278123563529533,0.226609625856586,0.0515139376729468
"119","Suriname",-0.129399268602787,-0.165827738284127,0.0364284696813397
"120","Comoros",0.148350399095031,0.113907589942579,0.0344428091524528
"121","Belarus",-0.0528027830622401,-0.0815470189225567,0.0287442358603166
"122","Guinea-Bissau",-0.080541873303689,-0.0875002308969836,0.00695835759329458
"123","Zimbabwe",-0.240349903187219,-0.238319046799198,-0.00203085638802047
"124","Armenia",0.0507011919496333,0.0617004064714538,-0.0109992145218205
"125","Martinique",0.193695342218901,0.207582412426828,-0.0138870702079276
"126","Malaysia",0.164430010282889,0.180612741864718,-0.0161827315818285
"127","Kuwait",-0.0247567687840456,0.014192514301836,-0.0389492830858816
"128","El Salvador",-0.282415257889554,-0.224766805584604,-0.0576484523049495
"129","Solomon Islands",-0.127561048954503,-0.0547677700098385,-0.0727932789446643
"130","Latvia",-0.0225232624510188,0.0529658104067381,-0.0754890728577569
"131","New Caledonia",0.0891706337440726,0.187661747500872,-0.0984911137567992
"132","Indonesia",0.169520971517379,0.281110821958096,-0.111589850440716
"133","Niger",-0.0546267241129634,0.05967940248079,-0.114306126593753
"134","Fiji",0.048973863842134,0.217470156368569,-0.168496292526435
"135","Samoa",-0.176031084567613,0.0027629113976842,-0.178793995965298
"136","Kyrgyzstan",0.00744423966225699,0.198492022446079,-0.191047782783822
"137","Congo",-0.0114567564114298,0.188942549095435,-0.200399305506864
"138","Saint Martin",0.111404636708152,0.315037994720028,-0.203633358011876
"139","Dominican Republic",-0.0206868263418405,0.188228343434702,-0.208915169776543
"140","Moldova",-0.117382184587591,0.0931825051175044,-0.210564689705096
"141","Estonia",-0.130272098182438,0.0835034777998433,-0.213775575982281
"142","Madagascar",-0.139728383144634,0.0754700998009041,-0.215198482945538
"143","Puerto Rico",0.173558980553842,0.391337912300801,-0.217778931746959
"144","Guyana",0.0761888947232451,0.306702190951274,-0.230513296228029
"145","French Guiana",-0.092669139289881,0.139622954386621,-0.232292093676502
"146","India",-0.338044272039952,-0.101167531979621,-0.236876740060331
"147","Lebanon",-0.375306425052041,-0.132532533697063,-0.242773891354978
"148","Sudan",-0.254176979553635,-0.00615537847340121,-0.248021601080234
"149","Lesotho",-0.272151433150429,-0.0206223191103494,-0.251529114040079
"150","Faroe Islands",-0.257789795230288,0.0106085627306785,-0.268398357960967
"151","Liberia",-0.205060074314637,0.0893656580316766,-0.294425732346313
"152","Cuba",-0.279224978000131,0.0647387033435951,-0.343963681343726
"153","South Sudan",-0.305150829491277,0.0842868730339457,-0.389437702525223
"154","Malta",-0.279631380503941,0.164927949874273,-0.444559330378215
"155","Lithuania",-0.390270249615746,0.0795417873407238,-0.46981203695647
"156","Turkmenistan",-0.374266017334029,0.175154600571695,-0.549420617905724
"157","Saint Lucia",-0.371928352950901,0.191446333834316,-0.563374686785217
"158","Mauritius",-0.528620366506946,0.0672904955241188,-0.595910862031065
"159","Hong Kong",-0.410810163933001,0.234784120050061,-0.645594283983062
"160","Cyprus",-0.441788356169212,0.246763640462867,-0.688551996632079
"161","Djibouti",-0.0660803217025784,0.688114981014342,-0.75419530271692
"162","Somalia",-0.469582127591264,0.285121921342483,-0.754704048933747
"163","Chad",-0.472383791724847,0.327639560906991,-0.800023352631838
"164","Singapore",-0.203966521372787,0.598200169784063,-0.80216669115685
"165","Philippines",-0.363927098857489,0.463239151870361,-0.82716625072785
"166","Yemen",-0.415983657116443,0.443575229206115,-0.859558886322558
"167","Montserrat",-0.227737464274784,0.649026673662571,-0.876764137937355
"168","Andorra",-0.715449769573801,0.184335235766318,-0.899785005340119
"169","Aruba",-0.251586994142356,0.658940549160137,-0.910527543302493
"170","Bermuda",-0.368037701614342,0.559416299005321,-0.927454000619663
"171","Belize",-0.735323606554535,0.201199025133225,-0.93652263168776
"172","Dominica",-0.7266297499371,0.269646561215186,-0.996276311152286
"173","Sint Maarten",-0.0717680953863191,0.9403682488657,-1.01213634425202
"174","Saint Kitts and Nevis",-0.508725932739584,0.529391162982874,-1.03811709572246
"175","Saint Vincent and the Grenadines",-0.108047274393452,0.998811535287152,-1.1068588096806
"176","Taiwan",-0.543352487644292,0.625142257579613,-1.1684947452239
"177","Grenada",-0.455581225274752,0.756276229958543,-1.2118574552333
"178","Papua New Guinea",-0.696373195484973,0.532354770959466,-1.22872796644444
"179","Bangladesh",-0.710951480498342,0.534564438406526,-1.24551591890487
"180","Cambodia",-0.488737037653479,0.773407187732094,-1.26214422538557
"181","São Tomé and Príncipe",-0.419413243053084,0.91601937412107,-1.33543261717415
"182","Maldives",-0.647998210980893,0.734324324849862,-1.38232253583075
"183","Sri Lanka",-0.815468448028815,0.649558704577309,-1.46502715260612
"184","Myanmar",-0.643670341931522,0.864494830021613,-1.50816517195314
"185","Antigua and Barbuda",-0.551005307086726,0.966018565460999,-1.51702387254773
"186","Nepal",-0.947506207749014,0.633721066425228,-1.58122727417424
"187","Barbados",-0.575283719396941,1.00673706211647,-1.58202078151341
"188","Seychelles",-0.831212807734117,0.75677729946783,-1.58799010720195
"189","Bonaire",-0.674453449952943,0.914963186729747,-1.58941663668269
"190","Vanuatu",-0.824593453025208,0.776720262325408,-1.60131371535062
"191","Mongolia",-1.10724180822799,0.499880913606539,-1.60712272183453
"192","Gibraltar",-1.10670616492491,0.589892396944958,-1.69659856186987
"193","Guam",-1.02428370761077,0.744819466731329,-1.7691031743421
"194","Bahamas",-0.822039651401585,0.971194049109091,-1.79323370051068
"195","British Virgin Islands",-0.79744501563735,1.02313428675374,-1.82057930239109
"196","Liechtenstein",-1.30686078796584,0.591160323411334,-1.89802111137718
"197","Cayman Islands",-0.83771590967506,1.06866729259264,-1.9063832022677
"198","San Marino",-1.26896579526599,0.730172810131873,-1.99913860539787
"199","Laos",-1.02517441880591,1.03596951986935,-2.06114393867526
"200","Bhutan",-0.928411961101753,1.15634386143345,-2.0847558225352
"201","East Timor",-1.0950210981605,1.01082105824736,-2.10584215640786
"202","Pakistan",-1.37965106471169,0.886674596947067,-2.26632566165876
"203","Tonga",-0.739139866736751,1.53625882694903,-2.27539869368578
"204","Brunei",-0.86559745772698,1.44553370743669,-2.31113116516367
"205","Turks and Caicos Islands",-0.989035489996489,1.43633070555082,-2.42536619554731
"206","Macau",-1.41116100569953,1.0620350672485,-2.47319607294803
"207","Cook Islands",-1.11989424307368,1.3664919160413,-2.48638615911498
"208","Northern Mariana Islands",-0.929370560755814,1.61740499048096,-2.54677555123678
"209","Anguilla",-1.75301600143712,1.31625201050641,-3.06926801194352
"210","American Samoa",-1.35169389449151,2.1655057275282,-3.51719962201971
