"date","team","opponent","team_score","opponent_score","tournament","type"
"2021-09-08","Liechtenstein","Armenia",1,1,"FIFA World Cup qualification",0
"2021-09-08","Romania","North Macedonia",0,0,"FIFA World Cup qualification",0
"2021-09-08","Jamaica","Costa Rica",1,1,"FIFA World Cup qualification",0
"2021-09-08","Mexico","Panama",1,1,"FIFA World Cup qualification",0
"2021-09-08","El Salvador","Canada",0,3,"FIFA World Cup qualification",0
"2021-09-08","United States","Honduras",4,1,"FIFA World Cup qualification",0
"2021-09-09","Chile","Colombia",1,3,"FIFA World Cup qualification",0
"2021-09-09","Venezuela","Paraguay",1,2,"FIFA World Cup qualification",0
"2021-09-09","Ecuador","Uruguay",0,1,"FIFA World Cup qualification",0
"2021-09-09","Bolivia","Argentina",0,3,"FIFA World Cup qualification",0
"2021-09-09","Peru","Brazil",0,2,"FIFA World Cup qualification",0
"2021-09-24","Guatemala","El Salvador",2,0,"Friendly",0.5
"2021-09-30","Liberia","Egypt",0,2,"Friendly",0
"2021-10-01","Bangladesh","Sri Lanka",1,0,"SAFF Cup",0.5
"2021-10-01","Nepal","Maldives",1,0,"SAFF Cup",0
"2021-10-04","India","Bangladesh",1,1,"SAFF Cup",0.5
"2021-10-04","Nepal","Sri Lanka",3,2,"SAFF Cup",0.5
"2021-10-06","Guinea","Sudan",1,1,"FIFA World Cup qualification",0.5
"2021-10-06","Guinea-Bissau","Morocco",0,5,"FIFA World Cup qualification",0
"2021-10-06","Curaçao","Bahrain",0,4,"Friendly",0
"2021-10-06","Malaysia","Jordan",0,4,"Friendly",0
"2021-10-06","South Sudan","Sierra Leone",1,1,"Friendly",0.5
"2021-10-06","Spain","Italy",2,1,"UEFA Nations League",0
"2021-10-07","Lebanon","Iraq",0,0,"FIFA World Cup qualification",0.5
"2021-10-07","Syria","South Korea",1,2,"FIFA World Cup qualification",0
"2021-10-07","Iran","United Arab Emirates",1,0,"FIFA World Cup qualification",0
"2021-10-07","Japan","Saudi Arabia",0,1,"FIFA World Cup qualification",0
"2021-10-07","Vietnam","China PR",2,3,"FIFA World Cup qualification",0.5
"2021-10-07","Oman","Australia",1,3,"FIFA World Cup qualification",0.5
"2021-10-07","Costa Rica","Honduras",0,0,"FIFA World Cup qualification",0
"2021-10-07","Jamaica","United States",0,2,"FIFA World Cup qualification",0
"2021-10-07","Panama","El Salvador",0,1,"FIFA World Cup qualification",0
"2021-10-07","Canada","Mexico",1,1,"FIFA World Cup qualification",0
"2021-10-07","Zambia","Equatorial Guinea",0,2,"FIFA World Cup qualification",0
"2021-10-07","Mauritania","Tunisia",0,3,"FIFA World Cup qualification",0
"2021-10-07","Cape Verde","Liberia",2,1,"FIFA World Cup qualification",0.5
"2021-10-07","Central African Republic","Nigeria",1,0,"FIFA World Cup qualification",0
"2021-10-07","Uganda","Rwanda",1,0,"FIFA World Cup qualification",0
"2021-10-07","Kenya","Mali",0,5,"FIFA World Cup qualification",0.5
"2021-10-07","Madagascar","DR Congo",0,2,"FIFA World Cup qualification",0
"2021-10-07","Benin","Tanzania",1,0,"FIFA World Cup qualification",0
"2021-10-07","Bolivia","Ecuador",0,3,"FIFA World Cup qualification",0
"2021-10-07","Brazil","Venezuela",3,1,"FIFA World Cup qualification",0
"2021-10-07","Argentina","Paraguay",0,0,"FIFA World Cup qualification",0
"2021-10-07","Chile","Peru",0,2,"FIFA World Cup qualification",0
"2021-10-07","Colombia","Uruguay",0,0,"FIFA World Cup qualification",0
"2021-10-07","Taiwan","Indonesia",1,2,"AFC Asian Cup qualification",0.5
"2021-10-07","Sri Lanka","India",0,0,"SAFF Cup",0.5
"2021-10-07","Bangladesh","Maldives",0,2,"SAFF Cup",0
"2021-10-07","France","Belgium",3,2,"UEFA Nations League",0.5
"2021-10-08","Wales","Czech Republic",2,2,"FIFA World Cup qualification",0
"2021-10-08","Belarus","Estonia",0,2,"FIFA World Cup qualification",0
"2021-10-08","Montenegro","Gibraltar",3,0,"FIFA World Cup qualification",0
"2021-10-08","Netherlands","Latvia",1,0,"FIFA World Cup qualification",0
"2021-10-08","Norway","Turkey",1,1,"FIFA World Cup qualification",0
"2021-10-08","Slovenia","Malta",4,0,"FIFA World Cup qualification",0
"2021-10-08","Croatia","Cyprus",3,0,"FIFA World Cup qualification",0
"2021-10-08","Slovakia","Russia",0,1,"FIFA World Cup qualification",0
"2021-10-08","Armenia","Iceland",1,1,"FIFA World Cup qualification",0
"2021-10-08","Romania","Germany",1,2,"FIFA World Cup qualification",0
"2021-10-08","North Macedonia","Liechtenstein",4,0,"FIFA World Cup qualification",0
"2021-10-08","Niger","Algeria",1,6,"FIFA World Cup qualification",0
"2021-10-08","Burkina Faso","Djibouti",4,0,"FIFA World Cup qualification",0.5
"2021-10-08","Ivory Coast","Malawi",3,0,"FIFA World Cup qualification",0.5
"2021-10-08","Mozambique","Cameroon",1,3,"FIFA World Cup qualification",0
"2021-10-08","Gabon","Angola",1,3,"FIFA World Cup qualification",0
"2021-10-08","Libya","Egypt",0,1,"FIFA World Cup qualification",0
"2021-10-09","Republic of Ireland","Azerbaijan",3,0,"FIFA World Cup qualification",0
"2021-10-09","Serbia","Luxembourg",1,0,"FIFA World Cup qualification",0
"2021-10-09","Kosovo","Sweden",0,3,"FIFA World Cup qualification",0
"2021-10-09","Greece","Georgia",2,0,"FIFA World Cup qualification",0
"2021-10-09","Bulgaria","Lithuania",1,3,"FIFA World Cup qualification",0
"2021-10-09","Northern Ireland","Switzerland",0,2,"FIFA World Cup qualification",0
"2021-10-09","Ukraine","Finland",2,1,"FIFA World Cup qualification",0
"2021-10-09","Bosnia and Herzegovina","Kazakhstan",2,0,"FIFA World Cup qualification",0
"2021-10-09","Israel","Scotland",2,3,"FIFA World Cup qualification",0
"2021-10-09","Austria","Faroe Islands",2,0,"FIFA World Cup qualification",0
"2021-10-09","Denmark","Moldova",4,0,"FIFA World Cup qualification",0
"2021-10-09","England","Andorra",5,0,"FIFA World Cup qualification",0
"2021-10-09","Albania","Hungary",1,0,"FIFA World Cup qualification",0
"2021-10-09","San Marino","Poland",0,5,"FIFA World Cup qualification",0
"2021-10-09","South Africa","Ethiopia",3,1,"FIFA World Cup qualification",0
"2021-10-09","Zimbabwe","Ghana",1,3,"FIFA World Cup qualification",0
"2021-10-09","Congo","Togo",1,1,"FIFA World Cup qualification",0
"2021-10-09","Namibia","Senegal",1,4,"FIFA World Cup qualification",0
"2021-10-09","Sudan","Guinea",2,2,"FIFA World Cup qualification",0.5
"2021-10-09","New Zealand","Curaçao",2,1,"Friendly",0.5
"2021-10-09","Sierra Leone","Gambia",2,1,"Friendly",0.5
"2021-10-09","Qatar","Portugal",0,3,"Friendly",0
"2021-10-09","Malaysia","Uzbekistan",1,5,"Friendly",0.5
"2021-10-09","Cambodia","Guam",1,0,"AFC Asian Cup qualification",0.5
"2021-10-09","Guinea-Bissau","Morocco",0,3,"FIFA World Cup qualification",0
"2021-10-10","El Salvador","Costa Rica",1,2,"FIFA World Cup qualification",0
"2021-10-10","Canada","Jamaica",0,0,"FIFA World Cup qualification",0
"2021-10-10","United States","Panama",0,1,"FIFA World Cup qualification",0
"2021-10-10","Honduras","Mexico",0,3,"FIFA World Cup qualification",0
"2021-10-10","Equatorial Guinea","Zambia",1,1,"FIFA World Cup qualification",0
"2021-10-10","Tunisia","Mauritania",0,0,"FIFA World Cup qualification",0
"2021-10-10","Nigeria","Central African Republic",2,0,"FIFA World Cup qualification",0.5
"2021-10-10","Liberia","Cape Verde",0,1,"FIFA World Cup qualification",0
"2021-10-10","Mali","Kenya",1,0,"FIFA World Cup qualification",0
"2021-10-10","Rwanda","Uganda",0,1,"FIFA World Cup qualification",0
"2021-10-10","Tanzania","Benin",1,0,"FIFA World Cup qualification",0
"2021-10-10","DR Congo","Madagascar",0,1,"FIFA World Cup qualification",0
"2021-10-10","Peru","Bolivia",0,1,"FIFA World Cup qualification",0
"2021-10-10","Brazil","Colombia",0,0,"FIFA World Cup qualification",0
"2021-10-10","Ecuador","Venezuela",1,2,"FIFA World Cup qualification",0
"2021-10-10","Uruguay","Argentina",0,3,"FIFA World Cup qualification",0
"2021-10-10","Paraguay","Chile",0,2,"FIFA World Cup qualification",0
"2021-10-10","Sri Lanka","Maldives",0,1,"SAFF Cup",0
"2021-10-10","India","Nepal",1,0,"SAFF Cup",0.5
"2021-10-10","Belgium","Italy",1,2,"UEFA Nations League",0
"2021-10-10","France","Spain",2,1,"UEFA Nations League",0.5
"2021-10-11","Czech Republic","Belarus",2,0,"FIFA World Cup qualification",0.5
"2021-10-11","Wales","Estonia",1,0,"FIFA World Cup qualification",0
"2021-10-11","Gibraltar","Netherlands",0,6,"FIFA World Cup qualification",0
"2021-10-11","Montenegro","Norway",0,2,"FIFA World Cup qualification",0
"2021-10-11","Turkey","Latvia",2,1,"FIFA World Cup qualification",0
"2021-10-11","Malta","Cyprus",2,2,"FIFA World Cup qualification",0
"2021-10-11","Slovakia","Croatia",2,2,"FIFA World Cup qualification",0
"2021-10-11","Russia","Slovenia",2,1,"FIFA World Cup qualification",0
"2021-10-11","Liechtenstein","Iceland",0,4,"FIFA World Cup qualification",0
"2021-10-11","Germany","North Macedonia",4,0,"FIFA World Cup qualification",0
"2021-10-11","Armenia","Romania",0,1,"FIFA World Cup qualification",0
"2021-10-11","Djibouti","Burkina Faso",0,2,"FIFA World Cup qualification",0.5
"2021-10-11","Cameroon","Mozambique",1,0,"FIFA World Cup qualification",0.5
"2021-10-11","Malawi","Ivory Coast",1,2,"FIFA World Cup qualification",0.5
"2021-10-11","Angola","Gabon",0,2,"FIFA World Cup qualification",0
"2021-10-11","Egypt","Libya",3,0,"FIFA World Cup qualification",0
"2021-10-11","Indonesia","Taiwan",3,0,"AFC Asian Cup qualification",0.5
"2021-10-12","South Korea","Iran",1,1,"FIFA World Cup qualification",0
"2021-10-12","Lebanon","Syria",3,2,"FIFA World Cup qualification",0.5
"2021-10-12","Iraq","United Arab Emirates",2,2,"FIFA World Cup qualification",0
"2021-10-12","Australia","Japan",1,2,"FIFA World Cup qualification",0
"2021-10-12","Vietnam","Oman",1,3,"FIFA World Cup qualification",0
"2021-10-12","China PR","Saudi Arabia",2,3,"FIFA World Cup qualification",0
"2021-10-12","Luxembourg","Portugal",0,5,"FIFA World Cup qualification",0
"2021-10-12","Azerbaijan","Serbia",1,3,"FIFA World Cup qualification",0
"2021-10-12","Georgia","Kosovo",2,1,"FIFA World Cup qualification",0
"2021-10-12","Greece","Sweden",0,2,"FIFA World Cup qualification",0
"2021-10-12","Northern Ireland","Bulgaria",1,2,"FIFA World Cup qualification",0
"2021-10-12","Switzerland","Lithuania",4,0,"FIFA World Cup qualification",0
"2021-10-12","Finland","Kazakhstan",2,0,"FIFA World Cup qualification",0
"2021-10-12","Bosnia and Herzegovina","Ukraine",1,1,"FIFA World Cup qualification",0
"2021-10-12","Scotland","Faroe Islands",1,0,"FIFA World Cup qualification",0
"2021-10-12","Austria","Denmark",0,1,"FIFA World Cup qualification",0
"2021-10-12","Moldova","Israel",1,2,"FIFA World Cup qualification",0
"2021-10-12","Hungary","England",1,1,"FIFA World Cup qualification",0
"2021-10-12","Poland","Albania",1,0,"FIFA World Cup qualification",0
"2021-10-12","Andorra","San Marino",3,0,"FIFA World Cup qualification",0
"2021-10-12","Algeria","Niger",4,0,"FIFA World Cup qualification",0
"2021-10-12","Ghana","Zimbabwe",1,0,"FIFA World Cup qualification",0
"2021-10-12","Ethiopia","South Africa",0,1,"FIFA World Cup qualification",0
"2021-10-12","Senegal","Namibia",3,1,"FIFA World Cup qualification",0.5
"2021-10-12","Togo","Congo",2,1,"FIFA World Cup qualification",0
"2021-10-12","New Zealand","Bahrain",1,0,"Friendly",0
"2021-10-12","Uzbekistan","Jordan",0,3,"Friendly",0
"2021-10-12","Qatar","Republic of Ireland",0,4,"Friendly",0
"2021-10-12","Gambia","South Sudan",2,1,"Friendly",0.5
"2021-10-12","Guam","Cambodia",1,2,"AFC Asian Cup qualification",0.5
"2021-10-12","Guinea","Morocco",1,4,"FIFA World Cup qualification",0
"2021-10-13","Jamaica","Honduras",2,0,"FIFA World Cup qualification",0
"2021-10-13","Costa Rica","United States",1,2,"FIFA World Cup qualification",0
"2021-10-13","Panama","Canada",1,4,"FIFA World Cup qualification",0
"2021-10-13","Mexico","El Salvador",2,0,"FIFA World Cup qualification",0
"2021-10-13","Nepal","Bangladesh",1,1,"SAFF Cup",0.5
"2021-10-13","India","Maldives",3,1,"SAFF Cup",0
"2021-10-14","Paraguay","Bolivia",0,4,"FIFA World Cup qualification",0
"2021-10-14","Ecuador","Colombia",0,0,"FIFA World Cup qualification",0
"2021-10-14","Peru","Argentina",0,1,"FIFA World Cup qualification",0
"2021-10-14","Uruguay","Brazil",1,4,"FIFA World Cup qualification",0
"2021-10-14","Venezuela","Chile",0,3,"FIFA World Cup qualification",0
"2021-10-16","Nepal","India",0,3,"SAFF Cup",0.5
"2021-10-27","Ecuador","Mexico",3,2,"Friendly",0.5
"2021-11-05","Bolivia","El Salvador",1,0,"Friendly",0.5
"2021-11-09","Maldives","Sri Lanka",4,4,"Mahinda Rajapaksa Cup",0
"2021-11-10","Jordan","Kosovo",2,0,"Friendly",0
"2021-11-10","Cuba","Nicaragua",3,0,"Friendly",0
"2021-11-10","Seychelles","Bangladesh",1,1,"Mahinda Rajapaksa Cup",0.5
"2021-11-11","Kuwait","Czech Republic",0,7,"Friendly",0
"2021-11-11","Singapore","Kyrgyzstan",1,2,"Friendly",0.5
"2021-11-11","Qatar","Serbia",0,4,"Friendly",0
"2021-11-11","Bulgaria","Ukraine",1,1,"Friendly",0
"2021-11-11","Kenya","Uganda",1,1,"FIFA World Cup qualification",0
"2021-11-11","Mali","Rwanda",3,0,"FIFA World Cup qualification",0
"2021-11-11","Ghana","Ethiopia",1,1,"FIFA World Cup qualification",0.5
"2021-11-11","Zimbabwe","South Africa",0,1,"FIFA World Cup qualification",0
"2021-11-11","Namibia","Congo",1,1,"FIFA World Cup qualification",0
"2021-11-11","Senegal","Togo",1,1,"FIFA World Cup qualification",0
"2021-11-11","DR Congo","Tanzania",3,0,"FIFA World Cup qualification",0
"2021-11-11","Madagascar","Benin",0,2,"FIFA World Cup qualification",0
"2021-11-11","Iran","Lebanon",2,1,"FIFA World Cup qualification",0
"2021-11-11","Syria","Iraq",1,1,"FIFA World Cup qualification",0.5
"2021-11-11","United Arab Emirates","South Korea",0,1,"FIFA World Cup qualification",0
"2021-11-11","Oman","China PR",1,1,"FIFA World Cup qualification",0.5
"2021-11-11","Japan","Vietnam",1,0,"FIFA World Cup qualification",0
"2021-11-11","Saudi Arabia","Australia",0,0,"FIFA World Cup qualification",0
"2021-11-11","Portugal","Republic of Ireland",0,0,"FIFA World Cup qualification",0
"2021-11-11","Luxembourg","Azerbaijan",3,1,"FIFA World Cup qualification",0
"2021-11-11","Sweden","Georgia",0,2,"FIFA World Cup qualification",0
"2021-11-11","Spain","Greece",1,0,"FIFA World Cup qualification",0
"2021-11-11","Cyprus","Russia",0,6,"FIFA World Cup qualification",0
"2021-11-11","Croatia","Malta",7,1,"FIFA World Cup qualification",0
"2021-11-11","Slovenia","Slovakia",2,2,"FIFA World Cup qualification",0
"2021-11-11","Liechtenstein","Germany",0,9,"FIFA World Cup qualification",0
"2021-11-11","North Macedonia","Armenia",5,0,"FIFA World Cup qualification",0
"2021-11-11","Iceland","Romania",0,0,"FIFA World Cup qualification",0
"2021-11-11","Venezuela","Ecuador",0,1,"FIFA World Cup qualification",0
"2021-11-11","Chile","Paraguay",1,0,"FIFA World Cup qualification",0
"2021-11-11","Bolivia","Peru",0,3,"FIFA World Cup qualification",0
"2021-11-11","Colombia","Brazil",0,1,"FIFA World Cup qualification",0
"2021-11-12","Niger","Burkina Faso",1,1,"FIFA World Cup qualification",0.5
"2021-11-12","Algeria","Djibouti",4,0,"FIFA World Cup qualification",0.5
"2021-11-12","Libya","Gabon",0,1,"FIFA World Cup qualification",0
"2021-11-12","Egypt","Angola",2,2,"FIFA World Cup qualification",0
"2021-11-12","Guinea-Bissau","Guinea",0,0,"FIFA World Cup qualification",0
"2021-11-12","Sudan","Morocco",0,3,"FIFA World Cup qualification",0
"2021-11-12","Costa Rica","Canada",0,1,"FIFA World Cup qualification",0
"2021-11-12","Panama","Honduras",3,2,"FIFA World Cup qualification",0
"2021-11-12","Jamaica","El Salvador",1,1,"FIFA World Cup qualification",0
"2021-11-12","Mexico","United States",0,2,"FIFA World Cup qualification",0
"2021-11-12","Lithuania","Northern Ireland",0,1,"FIFA World Cup qualification",0
"2021-11-12","Switzerland","Italy",1,1,"FIFA World Cup qualification",0
"2021-11-12","Scotland","Moldova",2,0,"FIFA World Cup qualification",0
"2021-11-12","Faroe Islands","Denmark",1,3,"FIFA World Cup qualification",0
"2021-11-12","Israel","Austria",2,4,"FIFA World Cup qualification",0
"2021-11-12","Albania","England",0,5,"FIFA World Cup qualification",0
"2021-11-12","Poland","Andorra",4,1,"FIFA World Cup qualification",0
"2021-11-12","San Marino","Hungary",0,4,"FIFA World Cup qualification",0
"2021-11-12","Argentina","Uruguay",1,0,"FIFA World Cup qualification",0
"2021-11-13","Myanmar","Burundi",1,2,"Friendly",0.5
"2021-11-13","Cuba","Nicaragua",0,2,"Friendly",0
"2021-11-13","Comoros","Sierra Leone",2,0,"Friendly",0.5
"2021-11-13","Maldives","Bangladesh",1,2,"Mahinda Rajapaksa Cup",0.5
"2021-11-13","Seychelles","Sri Lanka",1,0,"Mahinda Rajapaksa Cup",0
"2021-11-13","Mauritania","Zambia",0,4,"FIFA World Cup qualification",0
"2021-11-13","Tunisia","Equatorial Guinea",0,1,"FIFA World Cup qualification",0
"2021-11-13","Central African Republic","Cape Verde",1,2,"FIFA World Cup qualification",0
"2021-11-13","Nigeria","Liberia",2,0,"FIFA World Cup qualification",0.5
"2021-11-13","Cameroon","Malawi",4,0,"FIFA World Cup qualification",0.5
"2021-11-13","Mozambique","Ivory Coast",0,3,"FIFA World Cup qualification",0.5
"2021-11-13","Finland","Bosnia and Herzegovina",3,1,"FIFA World Cup qualification",0
"2021-11-13","Kazakhstan","France",0,8,"FIFA World Cup qualification",0
"2021-11-13","Belarus","Wales",1,5,"FIFA World Cup qualification",0
"2021-11-13","Estonia","Belgium",1,3,"FIFA World Cup qualification",0
"2021-11-13","Latvia","Norway",0,0,"FIFA World Cup qualification",0
"2021-11-13","Gibraltar","Turkey",0,6,"FIFA World Cup qualification",0
"2021-11-13","Netherlands","Montenegro",2,2,"FIFA World Cup qualification",0
"2021-11-14","Qatar","Azerbaijan",2,2,"Friendly",0
"2021-11-14","Cuba","Nicaragua",0,2,"Friendly",0
"2021-11-14","Uganda","Mali",0,1,"FIFA World Cup qualification",0.5
"2021-11-14","Ethiopia","Zimbabwe",1,1,"FIFA World Cup qualification",0
"2021-11-14","South Africa","Ghana",0,1,"FIFA World Cup qualification",0
"2021-11-14","Congo","Senegal",0,2,"FIFA World Cup qualification",0
"2021-11-14","Benin","DR Congo",0,2,"FIFA World Cup qualification",0
"2021-11-14","Tanzania","Madagascar",1,1,"FIFA World Cup qualification",0
"2021-11-14","Serbia","Portugal",2,1,"FIFA World Cup qualification",0
"2021-11-14","Republic of Ireland","Luxembourg",3,0,"FIFA World Cup qualification",0
"2021-11-14","Sweden","Spain",0,1,"FIFA World Cup qualification",0
"2021-11-14","Kosovo","Greece",1,1,"FIFA World Cup qualification",0
"2021-11-14","Russia","Croatia",0,1,"FIFA World Cup qualification",0
"2021-11-14","Slovakia","Malta",6,0,"FIFA World Cup qualification",0
"2021-11-14","Cyprus","Slovenia",1,2,"FIFA World Cup qualification",0
"2021-11-14","Romania","Liechtenstein",2,0,"FIFA World Cup qualification",0
"2021-11-14","Iceland","North Macedonia",1,3,"FIFA World Cup qualification",0
"2021-11-14","Germany","Armenia",4,1,"FIFA World Cup qualification",0
"2021-11-15","Uzbekistan","Georgia",0,1,"Friendly",0
"2021-11-15","Kuwait","Lithuania",1,1,"Friendly",0
"2021-11-15","Djibouti","Niger",2,7,"FIFA World Cup qualification",0
"2021-11-15","Rwanda","Kenya",1,2,"FIFA World Cup qualification",0
"2021-11-15","Togo","Namibia",1,0,"FIFA World Cup qualification",0.5
"2021-11-15","Sudan","Guinea-Bissau",0,0,"FIFA World Cup qualification",0.5
"2021-11-15","Italy","Northern Ireland",0,0,"FIFA World Cup qualification",0
"2021-11-15","Bulgaria","Switzerland",0,4,"FIFA World Cup qualification",0
"2021-11-15","Denmark","Scotland",0,2,"FIFA World Cup qualification",0
"2021-11-15","Moldova","Austria",1,4,"FIFA World Cup qualification",0
"2021-11-15","Faroe Islands","Israel",2,3,"FIFA World Cup qualification",0
"2021-11-15","Andorra","Albania",0,1,"FIFA World Cup qualification",0
"2021-11-15","Hungary","Poland",2,1,"FIFA World Cup qualification",0
"2021-11-15","England","San Marino",10,0,"FIFA World Cup qualification",0
"2021-11-16","Kyrgyzstan","Bahrain",2,4,"Friendly",0
"2021-11-16","Jordan","Belarus",0,1,"Friendly",0
"2021-11-16","Tajikistan","Kazakhstan",0,1,"Friendly",0
"2021-11-16","Gambia","New Zealand",0,2,"Friendly",0.5
"2021-11-16","Afghanistan","Indonesia",1,0,"Friendly",0.5
"2021-11-16","Seychelles","Maldives",0,0,"Mahinda Rajapaksa Cup",0.5
"2021-11-16","Bangladesh","Sri Lanka",1,2,"Mahinda Rajapaksa Cup",0
"2021-11-16","Burkina Faso","Algeria",2,2,"FIFA World Cup qualification",0
"2021-11-16","Equatorial Guinea","Mauritania",1,1,"FIFA World Cup qualification",0
"2021-11-16","Zambia","Tunisia",1,3,"FIFA World Cup qualification",0
"2021-11-16","Central African Republic","Liberia",1,3,"FIFA World Cup qualification",0.5
"2021-11-16","Cape Verde","Nigeria",1,1,"FIFA World Cup qualification",0
"2021-11-16","Malawi","Mozambique",0,1,"FIFA World Cup qualification",0.5
"2021-11-16","Ivory Coast","Cameroon",0,1,"FIFA World Cup qualification",0
"2021-11-16","Gabon","Egypt",1,2,"FIFA World Cup qualification",0
"2021-11-16","Angola","Libya",1,1,"FIFA World Cup qualification",0
"2021-11-16","Guinea","Morocco",0,3,"FIFA World Cup qualification",0
"2021-11-16","United Arab Emirates","Lebanon",1,0,"FIFA World Cup qualification",0
"2021-11-16","South Korea","Iraq",3,0,"FIFA World Cup qualification",0.5
"2021-11-16","Iran","Syria",3,0,"FIFA World Cup qualification",0.5
"2021-11-16","Australia","China PR",1,1,"FIFA World Cup qualification",0.5
"2021-11-16","Saudi Arabia","Vietnam",1,0,"FIFA World Cup qualification",0
"2021-11-16","Japan","Oman",1,0,"FIFA World Cup qualification",0
"2021-11-16","United States","Jamaica",1,1,"FIFA World Cup qualification",0
"2021-11-16","Mexico","Canada",1,2,"FIFA World Cup qualification",0
"2021-11-16","Honduras","Costa Rica",1,2,"FIFA World Cup qualification",0
"2021-11-16","El Salvador","Panama",1,2,"FIFA World Cup qualification",0
"2021-11-16","Ukraine","Bosnia and Herzegovina",2,0,"FIFA World Cup qualification",0
"2021-11-16","France","Finland",2,0,"FIFA World Cup qualification",0
"2021-11-16","Belgium","Wales",1,1,"FIFA World Cup qualification",0
"2021-11-16","Estonia","Czech Republic",0,2,"FIFA World Cup qualification",0
"2021-11-16","Latvia","Gibraltar",3,1,"FIFA World Cup qualification",0
"2021-11-16","Turkey","Montenegro",2,1,"FIFA World Cup qualification",0
"2021-11-16","Norway","Netherlands",0,2,"FIFA World Cup qualification",0
"2021-11-16","Uruguay","Bolivia",0,3,"FIFA World Cup qualification",0
"2021-11-16","Peru","Venezuela",2,1,"FIFA World Cup qualification",0
"2021-11-16","Paraguay","Colombia",0,0,"FIFA World Cup qualification",0
"2021-11-16","Brazil","Argentina",0,0,"FIFA World Cup qualification",0
"2021-11-16","Ecuador","Chile",2,0,"FIFA World Cup qualification",0
"2021-11-19","Seychelles","Sri Lanka",3,3,"Mahinda Rajapaksa Cup",0
"2021-11-25","Myanmar","Indonesia",1,4,"Friendly",0.5
"2021-11-30","Oman","Iraq",1,1,"Arab Cup",0.5
"2021-11-30","Bahrain","Qatar",0,1,"Arab Cup",0
"2021-11-30","Mauritania","Tunisia",1,5,"Arab Cup",0.5
"2021-11-30","Syria","United Arab Emirates",1,2,"Arab Cup",0.5
"2021-12-01","Palestine","Morocco",0,4,"Arab Cup",0.5
"2021-12-01","Jordan","Saudi Arabia",1,0,"Arab Cup",0.5
"2021-12-01","Sudan","Algeria",0,4,"Arab Cup",0.5
"2021-12-01","Lebanon","Egypt",0,1,"Arab Cup",0.5
"2021-12-03","Iraq","Bahrain",0,0,"Arab Cup",0.5
"2021-12-03","Oman","Qatar",1,2,"Arab Cup",0
"2021-12-03","United Arab Emirates","Mauritania",1,0,"Arab Cup",0.5
"2021-12-03","Tunisia","Syria",0,2,"Arab Cup",0.5
"2021-12-04","Ecuador","El Salvador",1,1,"Friendly",0.5
"2021-12-04","Morocco","Jordan",4,0,"Arab Cup",0.5
"2021-12-04","Saudi Arabia","Palestine",1,1,"Arab Cup",0.5
"2021-12-04","Algeria","Lebanon",2,0,"Arab Cup",0.5
"2021-12-04","Egypt","Sudan",5,0,"Arab Cup",0.5
"2021-12-05","Thailand","East Timor",2,0,"AFF Championship",0.5
"2021-12-05","Myanmar","Singapore",0,3,"AFF Championship",0
"2021-12-06","Bahrain","Oman",0,3,"Arab Cup",0.5
"2021-12-06","Iraq","Qatar",0,3,"Arab Cup",0
"2021-12-06","Mauritania","Syria",2,1,"Arab Cup",0.5
"2021-12-06","United Arab Emirates","Tunisia",0,1,"Arab Cup",0.5
"2021-12-06","Malaysia","Cambodia",3,1,"AFF Championship",0.5
"2021-12-06","Vietnam","Laos",2,0,"AFF Championship",0.5
"2021-12-07","Palestine","Jordan",1,5,"Arab Cup",0.5
"2021-12-07","Saudi Arabia","Morocco",0,1,"Arab Cup",0.5
"2021-12-07","Egypt","Algeria",1,1,"Arab Cup",0.5
"2021-12-07","Sudan","Lebanon",0,1,"Arab Cup",0.5
"2021-12-08","Chile","Mexico",2,2,"Friendly",0.5
"2021-12-08","East Timor","Myanmar",0,2,"AFF Championship",0.5
"2021-12-08","Philippines","Singapore",1,2,"AFF Championship",0
"2021-12-09","Uganda","Tanzania",2,0,"Friendly",0
"2021-12-09","Laos","Malaysia",0,4,"AFF Championship",0.5
"2021-12-09","Cambodia","Indonesia",2,4,"AFF Championship",0.5
"2021-12-10","Oman","Tunisia",1,2,"Arab Cup",0.5
"2021-12-10","United Arab Emirates","Qatar",0,5,"Arab Cup",0
"2021-12-11","Jordan","Egypt",1,3,"Arab Cup",0.5
"2021-12-11","Algeria","Morocco",2,2,"Arab Cup",0.5
"2021-12-11","Chile","El Salvador",1,0,"Friendly",0.5
"2021-12-11","Philippines","East Timor",7,0,"AFF Championship",0.5
"2021-12-11","Myanmar","Thailand",0,4,"AFF Championship",0.5
"2021-12-12","Indonesia","Laos",5,1,"AFF Championship",0.5
"2021-12-12","Malaysia","Vietnam",0,3,"AFF Championship",0.5
"2021-12-14","Thailand","Philippines",2,1,"AFF Championship",0.5
"2021-12-14","East Timor","Singapore",0,2,"AFF Championship",0
"2021-12-15","Egypt","Tunisia",0,1,"Arab Cup",0.5
"2021-12-15","Algeria","Qatar",2,1,"Arab Cup",0
"2021-12-15","Laos","Cambodia",0,3,"AFF Championship",0.5
"2021-12-15","Vietnam","Indonesia",0,0,"AFF Championship",0.5
"2021-12-18","Egypt","Qatar",0,0,"Arab Cup",0
"2021-12-18","Algeria","Tunisia",2,0,"Arab Cup",0.5
"2021-12-18","Bosnia and Herzegovina","United States",0,1,"Friendly",0
"2021-12-18","Thailand","Singapore",2,0,"AFF Championship",0
